"","VCF0004","VCF0101","VCF0110","VCF0901a","VCF0114","VCF0105b","VCF0104","VCF0147","VCF0303","VCF0116","VCF9025"
"21978",1978,63,"2. High school (12 grades or fewer, incl. non-college",23,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","2. Never married","3. Republicans (including leaners)","1. Working now","2. Republican"
"21979",1978,19,"2. High school (12 grades or fewer, incl. non-college",1,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"21980",1978,68,"2. High school (12 grades or fewer, incl. non-college",42,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","1. Democrat"
"21981",1978,73,"2. High school (12 grades or fewer, incl. non-college",42,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","1. Democrat"
"21982",1978,23,"3. Some college (13 grades or more but no degree;",42,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","2. Republican"
"21983",1978,18,"2. High school (12 grades or fewer, incl. non-college",42,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","1. Male","2. Never married","0. DK; NA; other; refused to answer; no Pre IW","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"21984",1978,63,"1. Grade school or less (0-8 grades)",37,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","3. Divorced","1. Democrats (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"21985",1978,72,"2. High school (12 grades or fewer, incl. non-college",37,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","0. No gubernatorial race in state (includes Washington"
"21986",1978,57,"2. High school (12 grades or fewer, incl. non-college",26,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","2. Republican"
"21987",1978,38,"3. Some college (13 grades or more but no degree;",26,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","1. Democrat"
"21988",1978,27,"3. Some college (13 grades or more but no degree;",27,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","2. Republican"
"21989",1978,22,"2. High school (12 grades or fewer, incl. non-college",27,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"21990",1978,73,"1. Grade school or less (0-8 grades)",54,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"21991",1978,26,"3. Some college (13 grades or more but no degree;",9,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","2. Temporarily laid off","1. Democrat"
"21992",1978,18,"2. High school (12 grades or fewer, incl. non-college",42,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","1. Male","2. Never married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"21993",1978,18,"2. High school (12 grades or fewer, incl. non-college",13,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","2. Never married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"21994",1978,55,"1. Grade school or less (0-8 grades)",12,"2. 17 to 33 percentile","2. Black non-Hispanic","1. Male","5. Widowed","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"21995",1978,26,"2. High school (12 grades or fewer, incl. non-college",36,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","2. Independents","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"21996",1978,59,"2. High school (12 grades or fewer, incl. non-college",36,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","5. Retired","2. Republican"
"21997",1978,58,"1. Grade school or less (0-8 grades)",12,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"21998",1978,64,"1. Grade school or less (0-8 grades)",42,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","5. Retired","2. Republican"
"21999",1978,60,"2. High school (12 grades or fewer, incl. non-college",42,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","2. Independents","1. Working now","2. Republican"
"22000",1978,23,"2. High school (12 grades or fewer, incl. non-college",12,"1. 0 to 16 percentile","2. Black non-Hispanic","2. Female","4. Separated","2. Independents","2. Temporarily laid off","9. DK; NA; did not vote; DK/NA/refused to say if"
"22001",1978,34,"2. High school (12 grades or fewer, incl. non-college",42,"0. DK; NA; refused to answer; no Pre IW","2. Black non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"22002",1978,26,"2. High school (12 grades or fewer, incl. non-college",9,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","4. Separated","1. Democrats (including leaners)","4. Unemployed","9. DK; NA; did not vote; DK/NA/refused to say if"
"22003",1978,58,"2. High school (12 grades or fewer, incl. non-college",42,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","1. Democrat"
"22004",1978,53,"1. Grade school or less (0-8 grades)",18,"3. 34 to 67 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"22005",1978,76,"2. High school (12 grades or fewer, incl. non-college",18,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","2. Never married","3. Republicans (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"22006",1978,70,"1. Grade school or less (0-8 grades)",54,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","5. Widowed","3. Republicans (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"22007",1978,34,"2. High school (12 grades or fewer, incl. non-college",54,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","1. Married","2. Independents","1. Working now","0. No gubernatorial race in state (includes Washington"
"22008",1978,25,"2. High school (12 grades or fewer, incl. non-college",21,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","2. Female","3. Divorced","1. Democrats (including leaners)","7. Homemaker","0. No gubernatorial race in state (includes Washington"
"22009",1978,23,"4. College or advanced degree (no cases 1948)",21,"1. 0 to 16 percentile","2. Black non-Hispanic","1. Male","3. Divorced","1. Democrats (including leaners)","8. Student","0. No gubernatorial race in state (includes Washington"
"22010",1978,25,"4. College or advanced degree (no cases 1948)",17,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"22011",1978,36,"3. Some college (13 grades or more but no degree;",39,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"22012",1978,54,"2. High school (12 grades or fewer, incl. non-college",9,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","3. Divorced","3. Republicans (including leaners)","5. Retired","9. DK; NA; did not vote; DK/NA/refused to say if"
"22013",1978,39,"4. College or advanced degree (no cases 1948)",9,"5. 96 to 100 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","2. Republican"
"22014",1978,36,"3. Some college (13 grades or more but no degree;",17,"5. 96 to 100 percentile","1. White non-Hispanic","1. Male","1. Married","3. Republicans (including leaners)","1. Working now","2. Republican"
"22015",1978,63,"2. High school (12 grades or fewer, incl. non-college",36,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","2. Female","2. Never married","3. Republicans (including leaners)","1. Working now","2. Republican"
"22016",1978,37,"2. High school (12 grades or fewer, incl. non-college",36,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","2. Republican"
"22017",1978,28,"2. High school (12 grades or fewer, incl. non-college",36,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"22018",1978,22,"2. High school (12 grades or fewer, incl. non-college",39,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","2. Never married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"22019",1978,20,"3. Some college (13 grades or more but no degree;",39,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","1. Married","0. DK; NA; other; refused to answer; no Pre IW","4. Unemployed","9. DK; NA; did not vote; DK/NA/refused to say if"
"22020",1978,25,"2. High school (12 grades or fewer, incl. non-college",21,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","0. No gubernatorial race in state (includes Washington"
"22021",1978,21,"2. High school (12 grades or fewer, incl. non-college",12,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","2. Never married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"22022",1978,59,"3. Some college (13 grades or more but no degree;",12,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","2. Republican"
"22023",1978,39,"2. High school (12 grades or fewer, incl. non-college",39,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","2. Republican"
"22024",1978,65,"2. High school (12 grades or fewer, incl. non-college",39,"4. 68 to 95 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","1. Democrat"
"22025",1978,20,"2. High school (12 grades or fewer, incl. non-college",17,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","1. Married","2. Independents","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"22026",1978,78,"1. Grade school or less (0-8 grades)",17,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","5. Retired","1. Democrat"
"22027",1978,33,"2. High school (12 grades or fewer, incl. non-college",17,"4. 68 to 95 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"22028",1978,68,"3. Some college (13 grades or more but no degree;",17,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","3. Divorced","1. Democrats (including leaners)","5. Retired","1. Democrat"
"22029",1978,35,"2. High school (12 grades or fewer, incl. non-college",18,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"22030",1978,33,"4. College or advanced degree (no cases 1948)",18,"3. 34 to 67 percentile","1. White non-Hispanic","2. Female","1. Married","3. Republicans (including leaners)","7. Homemaker","0. No gubernatorial race in state (includes Washington"
"22031",1978,58,"4. College or advanced degree (no cases 1948)",13,"4. 68 to 95 percentile","2. Black non-Hispanic","1. Male","1. Married","1. Democrats (including leaners)","1. Working now","1. Democrat"
"22032",1978,88,"1. Grade school or less (0-8 grades)",13,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","7. Homemaker","9. DK; NA; did not vote; DK/NA/refused to say if"
"22033",1978,69,"1. Grade school or less (0-8 grades)",37,"1. 0 to 16 percentile","1. White non-Hispanic","1. Male","5. Widowed","1. Democrats (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
"22034",1978,58,"2. High school (12 grades or fewer, incl. non-college",37,"2. 17 to 33 percentile","1. White non-Hispanic","1. Male","3. Divorced","1. Democrats (including leaners)","1. Working now","0. No gubernatorial race in state (includes Washington"
"22035",1978,0,"2. High school (12 grades or fewer, incl. non-college",25,"2. 17 to 33 percentile","1. White non-Hispanic","2. Female","1. Married","1. Democrats (including leaners)","1. Working now","9. DK; NA; did not vote; DK/NA/refused to say if"
"22036",1978,49,"1. Grade school or less (0-8 grades)",37,"0. DK; NA; refused to answer; no Pre IW","1. White non-Hispanic","2. Female","5. Widowed","2. Independents","1. Working now","0. No gubernatorial race in state (includes Washington"
"22037",1978,86,"2. High school (12 grades or fewer, incl. non-college",37,"1. 0 to 16 percentile","1. White non-Hispanic","2. Female","5. Widowed","1. Democrats (including leaners)","5. Retired","0. No gubernatorial race in state (includes Washington"
