Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,
Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,,,,,,,,,,,9.07275823310053,9.20804852629701,9.41364642648761,9.36643805903435,9.49181193717091,10.9425595349777,10.9176100744863,10.8114683503996,11.3438665077051,11.4210796810037,11.5642230480541,12.7068648112944,14.1673765305197,15.1663908109847,14.9835462753557,17.4267492207765,19.6374582476918,18.7276538698079,17.561421316277,16.84995897449,16.2282204744979,17.1362007790858,17.1660776817075,17.3725418342846,18.0209899968377,18.4571041121525,19.6154880539247,20.6958624783557,25.5987151678234,24.5904495237335,21.9135636413386,22.676149396888,21.5198772813116,20.2748139183506,18.6748082584875,17.1932929501805,17.0690058177203,16.6257429930356,16.097734167976,17.5779678188847,16.9719890437986,15.7496693935097,16.1193107049888,15.9865729375212,16.7923721936538,16.9945732397418,17.2969290134852,,
Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,,,,,,,,,,,345103870.633567,379870088.316308,462135387.441651,692486952.4856,862035232.218301,984447623.744755,1159287302.00671,1364512464.32415,1772405671.23558,2314798794.44722,2729961975.41873,3066390769.61507,3622223399.18369,4314316479.62592,4742743769.33837,5050598982.78823,5083038991.24544,5656649349.56644,5853315339.20812,6178774457.00433,6840522806.10331,7997475373.81801,9617101736.80673,11063463104.8027,12775442645.7135,15608690178.0951,18863163368.9068,19588210047.2086,17474736455.1447,18111383767.8651,18885570484.2529,19510797637.4873,20282540968.9148,21140953968.9426,22097527116.1031,23591261122.8017,26965103320.66,31502457823.2038,36044275598.1734,34843750929.3059,41904519828.7005,45814685788.8623,48815559345.881,49957241101.1069,54889562836.8401,48980399425.7247,49847327846.8026,,
Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,,,,,,,,,,,0.637571343311446,0.726674279180253,0.704828404865778,0.496945625330085,0.493956152130021,0.572834028497754,0.647954219572482,0.564299719816494,0.516402275946595,0.521079392211566,0.515588472235372,0.625367886339168,0.640376656666977,0.765397682597354,0.670368908959283,0.81279272015222,1.05517036883489,0.973700510145147,0.985949719350456,1.11961231983964,1.18026990270098,1.37507244972022,1.32474667551907,1.49699359462173,1.449889725135,1.64669280184839,1.57196395929449,1.66584474051161,2.19990382574377,2.01552701599094,2.11377713643782,2.4058377726662,2.26510692302214,2.54511391930459,2.45712720326756,2.39933712826422,2.12641469567462,2.06595930095624,2.02696166182624,2.316157748793,2.12974243549427,1.91713035736115,1.91681137937978,2.10246459514249,2.163681237892,2.67112072865224,2.89090761897786,,
Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,,,,,,,,,,,24251537.7053787,29978319.7081392,34601485.2486934,36740579.446202,44860518.6370744,51535026.73229,68803070.8101097,71220113.3415673,80684511.0443629,105611201.61948,121714785.188587,150912309.429755,163727370.77138,217729311.914181,212191954.274144,235562584.485024,273124559.173793,294104237.277937,328622297.251817,410554827.702891,497507610.244198,641747152.453694,742174408.749158,953339675.921148,1027856018.41641,1392565031.13225,1511673474.17964,1576687935.44146,1501744885.61277,1484478079.42185,1821697636.75006,2070008144.22026,2134869235.75845,2653841185.93728,2907469477.08243,3292178460.43391,3359246143.7859,3914579683.45188,4538549587.37851,4591180535.96744,5258419262.93276,5576798010.43858,5804852413.19994,6570096736.59051,7072468135.92233,7698490474.46319,8331191030.82752,,
Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,,,,,,,,,,,5.0107025,4,5.0107025,5.0107025,5.0107025,5.0107025,5.0107025,5.0107025,5.0107025,4.7,4.8,5.6,5.7,5.3884658,4.9,5.5,6.4,5.9,4.6,4.4,4.1,4.3,4.6,4.3,4.1,3.7,4.2,4,3.7,4.50087014181164,4.29,5.13,4.81,5.41,5.51,4.69499999999989,3.88,3.68302153691036,4.05729813168274,4.41,4.98889686718549,5.56779373437108,5.33754700825455,6.09,5.0646229091382,4.82148996469934,4.82148996469934,,
Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,,,,,,,,,,,190593949.812806,165016544.92,245985756.877034,370455244.797157,455066126.65271,450787967.262082,532061847.121483,632399392.448615,782889812.908332,952585450.568,1133134273.488,1351378846.384,1457339213.853,1532833163.18098,1550997610.491,1594003221.91,1656601843.968,1782082870.308,1533204521.174,1613452451.248,1728232836.687,2006812627.3,2577098205.518,2738395555.725,2906572549.933,3128993221.69,4038914858.076,3785918092.12,2525772268.653,3314985614.59805,3697212315.7827,4413906000.0216,4533437657.8998,5641115200,6519872800,6442103399.99985,6129507600,6978589208.13775,9084655673.6695,8741678400,12317785920.9557,16196322227.7241,16164173984.328,19030945500,16554834195.5582,13896112657.0593,13894859069.6684,,
"Services, value added (% of GDP)",NV.SRV.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6774372571992,42.1457183068096,44.0517708323435,44.1926083926067,44.8199048274535,45.6646823421666,47.9671066768103,47.9443364371227,47.8824301485131,47.9007295127517,48.2435813268511,48.9708519862733,47.8824069209951,46.3014974705458,49.1730931223924,48.6965439495632,46.7102388190148,44.5475045828596,44.1973369047312,43.9263517895114,44.5202452881234,43.9481627330677,48.8360312100512,48.4774187579282,47.7668352467225,49.0223958354783,49.9446306451708,50.1226000797149,51.1707031820219,51.6639027086788,50.9625672007731,
"Services, value added (constant LCU)",NV.SRV.TOTL.KN,,,,,,,,,,,8571260479.82788,9142040902.89547,11104056418.7097,15373386014.846,20268992819.4214,22106035138.3908,21731194359.68,26458128989.9544,28506712378.9387,29659176158.8341,36632930542.9705,43769580535.7556,45387696207.478,47111933136.2951,49654187914.887,49149009241.2377,45472034804.8608,48430162620.3215,54950786814.7233,68899755022.6175,81673165502.355,93844715282.8285,105934990749.188,127124411320.616,144018991704.326,154450733632.016,168821291859.935,186078098110.126,174068706308.891,183681972577.258,197444774375.268,206110205701.093,221510797235.355,230286124071.035,246747404342.85,267889130688.888,286361614432.25,339783215813.886,369137238843.904,378201931909.725,398210000000,426805000000,455130000000,482555000000,515215000000,542129000000,572750000000,609340000000,
"Services, value added (annual % growth)",NV.SRV.TOTL.KD.ZG,,,,,,,,,,,,6.65923552797052,21.4614607028592,38.4483780985007,31.8446879551955,9.06331328515316,-1.69564906761515,21.7518400141171,7.74273717450717,4.04278039703694,23.5129740178545,19.48151536611,3.69689554232879,3.79890823481159,5.39620136417899,-1.01739388934364,-7.48127885616019,6.50537814759188,13.4639733620585,25.384474029327,18.5391232168307,14.9027525817185,12.88327790214,20.0022867058127,13.2898002894986,7.24330993033611,9.30429910560171,10.2219370910329,-6.45395235828776,5.52268496286108,7.49273410172063,4.38878737269349,7.47201793422916,3.96157972667868,7.14818590925479,8.56816565197261,6.89557045329121,18.6552941069116,8.63904444476613,2.45564308120485,5.29031356060105,7.28786833546862,6.81440315987692,6.01934066312073,6.83812853353668,5.51918656627181,5.72822886293443,,
"Services, value added (constant 2010 US$)",NV.SRV.TOTL.KD,,,,,,,,,,,2660973108.51196,2838173575.14373,3447287081.65214,4772713052.94651,6292568631.65422,6862883840.42433,6746513414.57266,8214004219.04145,8849992977.22477,9207778758.44715,11372801385.5424,13588395435.0239,14090744220.1354,14626038662.6603,15415289160.5001,15258454950.5566,14116927386.5639,15035286895.8808,17059633918.4513,21390132259.9787,25355675235.8992,29134368781.7294,32887830476.9141,39466148620.2279,44711120953.8127,47949686017.825,52411068225.1203,57768494647.8303,54040143525.1595,57024610405.5317,61297312835.7605,63987521561.2968,68768680648.0256,71493006758.8821,76603459794.1232,83166971124.4259,88901808212.1791,105486702000.523,114599745069.667,117413905780.549,123625469560.088,132502871689.795,141296451522.772,149810623699.978,159950017074.912,168305547794.232,177811927602.372,189171401074.167,
"Services, value added (current LCU)",NV.SRV.TOTL.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,34605000000,38930000000,46357000000,52625000000,60562000000,68808000000,82596000000,93712000000,106525000000,121539000000,135948000000,138707000000,144014000000,165019000000,173374000000,186611000000,195608000000,211177000000,240247000000,262145000000,296211000000,338378000000,348131000000,398210000000,435506000000,476131000000,508743000000,554578000000,592415000000,635528000000,689257000000,
"Services, value added (current US$)",NV.SRV.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,13734322908.3982,14865587291.8894,17113481984.6426,19455432733.1879,22025749199.8836,27018494522.323,32087331494.5029,35707971345.8314,42474082934.6093,48310279036.4894,48246149478.3164,35341163880.9621,37898421052.6316,43426052631.5789,45624736842.1053,49108157894.7368,51475789473.6842,55572894736.8421,63438250904.3859,71464205877.5421,86167966022.8066,101438335631.633,98774577954.3198,123625469560.088,142322222222.222,154147565397.565,161459582976.292,169445445934.798,151687363973.883,153202034568.377,160277416054.321,
"Services, value added per worker (constant 2010 US$)",NV.SRV.EMPL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9056.24363854456,9758.49696105588,11240.0935811818,12284.6182111149,12720.0209402215,13221.4467492578,13941.7001064381,12571.9626022949,12770.6659847961,13403.5114912304,13081.4515645691,13341.010895223,13363.1300877565,13523.586292423,14203.9649589888,14958.9117620557,16857.7796354527,17859.8395829199,17189.384784965,18014.7784081062,18327.5515147574,18585.3767974957,18801.5014185365,19094.0189568875,19519.1794118917,19916.1991475003,20608.1373557935,
Textiles and clothing (% of value added in manufacturing),NV.MNF.TXTL.ZS.UN,,,,,,,,,3.18565143376033,3.30572665941992,3.45016070651606,4.49495677983366,5.29178059897855,6.02711213438368,5.17373200946408,7.20921950562691,7.90723023922486,7.95882678367815,7.71845540164968,7.02981843828807,6.9709980091027,7.02393114091334,5.85952906313624,5.22622083687541,5.44678429140581,4.93065874195146,6.24897153200592,6.96778553728317,6.6203333538348,6.26499587158191,6.48471259682022,6.35035324341683,5.98022735690475,5.57094028102765,5.38621497213922,5.17431925016477,4.62017601735571,4.88637569278493,,4.13589247066864,4.05538955628966,3.79917162500263,3.32422586520947,2.83203846059184,2.82941547656176,2.50317232044666,2.34060918825976,1.98721299779707,1.90550783320301,2.28920002840222,1.94548644974717,,1.55210360740822,,,,,,
Medium and high-tech Industry (including construction) (% manufacturing value added),NV.MNF.TECH.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6090501426824,47.4868336544637,47.4230035043733,48.2030879171467,48.7305176451587,48.1984467315455,50.9499793118102,51.3898642469927,51.3898642466339,57.1881763298781,51.1506577729225,51.4685785169144,50.1894353369763,50.886447727888,50.6110696075374,48.3715421707131,50.1610482651987,47.3820558409385,43.0853206100119,45.3871803833943,42.6100420631475,41.6568750322456,43.0496615377083,42.1122984830348,43.4955297913167,42.5611165306503,,,
Other manufacturing (% of value added in manufacturing),NV.MNF.OTHR.ZS.UN,,,,,,,,,58.3154583006687,64.4533878565143,56.6123596644579,57.8317499074331,60.3021727166226,57.3912055917487,57.9400126049986,53.522719693757,55.1878051169326,52.7117829669875,55.0514146661273,56.1681175048531,56.2381569163668,56.4131545199644,57.9109505079253,55.6899971663361,51.3562078217741,51.8416707941225,54.2109593549449,53.1771419989487,54.4074051294668,58.3510612462966,60.2637586628618,60.3192035966602,63.1670417960626,64.5719587737062,67.5807558749899,66.4244471239713,66.9654339487604,66.3772589714701,,66.9486274063105,42.2366940637494,41.2200660177028,43.2003642987249,42.8981631129452,43.0787753947473,44.0377294645123,43.6160898882634,46.9627879520463,47.929162369322,45.3775702360886,46.6890862786672,,45.9696669237266,,,,,,
Machinery and transport equipment (% of value added in manufacturing),NV.MNF.MTRN.ZS.UN,,,,,,,,,4.82532800771126,4.39256690304881,5.5002019553016,5.70248941615228,5.67094070716093,6.17243978235956,7.273256394626,6.09742746296229,5.00077139297549,6.09186896543859,5.97183466732624,6.6494340653858,7.51243705762233,8.37155215510683,7.60235788216985,7.65939359591952,7.18513700300838,6.3686643552914,4.96544347539905,5.30825260944657,6.47149271172889,7.91053475156637,9.28903383611904,10.5028901734104,9.02589817373714,9.60483915209888,9.52333844787208,10.0616980635294,11.8158918846382,11.7797436506293,,8.49789269848502,37.7817809872628,37.9212833505035,35.5783242258652,35.5194394992247,34.3011322013737,31.4753404957279,30.4096701340362,29.81220541664,26.7291549888115,28.9756071198934,27.8475606269294,,29.3695665479294,,,,,,
"Food, beverages and tobacco (% of value added in manufacturing)",NV.MNF.FBTO.ZS.UN,,,,,,,,,25.4948298579581,20.3194609796918,25.8124607200837,24.0427696000071,19.7580059060523,23.1171727391928,23.0681462042079,27.0161061984766,25.9366351709198,27.292920846609,25.7702299155357,24.3151607204412,23.8438181341813,23.1747342795662,23.0554400776012,20.2635307452536,21.4741035856574,21.1119366022784,20.6154352476551,19.8700908613051,18.298788363368,15.5787070765943,13.1618426416633,10.6040462427746,10.7068577452349,9.96500869415881,9.33982072195752,10.3382408924502,8.80380327208884,8.36785680002829,,9.84451532065155,7.99147344786706,8.82513718646847,8.68306010928962,8.44196864411646,7.84562604715934,9.24541070975383,8.97673713057653,9.07170754393729,11.2100410572709,11.601793323302,11.9653206147259,,12.7262311336345,,,,,,
Chemicals (% of value added in manufacturing),NV.MNF.CHEM.ZS.UN,,,,,,,,,8.17873239990154,7.52885760132512,8.62481695364073,7.92803429657376,8.9771000711857,7.29206975231527,6.54485278670345,6.15452713917724,5.96755807994732,5.94460043728682,5.48806534936105,5.83746927103177,5.43458988272683,5.01662790444932,5.57172246916739,11.1608576556154,14.5377672981543,15.7470695063563,13.9591903899951,14.6767289930164,14.2019804416016,11.8947010539609,10.8006522625357,12.223506743738,11.1199749280606,10.2872530990085,8.16986998304127,8.00129466988433,7.79469487715688,8.58876488508738,,10.5730721038843,7.9346619448311,8.23434182032252,9.21402550091075,10.3083902831218,11.9450508801578,12.7383470095593,14.6568936588641,12.1660860895794,12.2261337513926,11.7558292923138,11.5525460299304,,10.3824317873012,,,,,,
"Industry (including construction), value added (% of GDP)",NV.IND.TOTL.ZS,24.7115632458234,27.0996976983854,30.7818051248572,26.988909422176,29.419827775742,29.629861878453,29.6451854930895,29.3136150379021,27.9060539480137,29.2023408807274,30.3185831431228,30.4551570822076,31.677400140647,31.2522250707686,35.8556011024587,36.1311763388859,37.2824853124444,38.3866410018553,38.5036839465766,39.8306619420989,41.7919586178435,41.0567248711228,38.5666873272736,38.9518935608426,39.2333982401006,39.2342579062863,39.2336373159762,38.5274705555898,38.3566077730865,39.8040524360229,42.1981676337955,42.1060811260851,41.1445371347416,40.0852531752162,40.0414407039803,41.402513574742,43.5272000662119,44.5735375006654,43.8763045289574,46.4597062167931,48.320010325448,46.203545871989,45.1157583791739,46.5784239043482,48.5297933336005,45.9269919496374,46.095853635241,42.2152052785042,42.9161066981147,38.4634700749072,40.4989323548818,39.8242687277964,40.1350010090069,39.8853736547897,39.9245148642994,39.0993355059889,38.3369102201411,38.8277212847242,
"Industry (including construction), value added (constant LCU)",NV.IND.TOTL.KN,,,,,,,,,,,36520072363.7654,39744823835.3051,42725926192.19,44353663066.8543,44427064567.6076,44296568332.2188,52494099089.7877,55279013475.9236,60675543363.3113,69553907293.3722,72047608779.7873,72780413843.0384,77969499945.7673,87524026232.6848,98006793744.6033,95269981956.0539,99607236320.5189,103515762951.626,116040375456.127,118953405402.725,128911196486.832,141456828800,151030857900,162450861000,178639261700,208149382500,233526449400,249333648100,226128579100,244750515400,271027777000,264245210900,275315889200,295664129600,316297643500,326208119200,340259575800,342945111000,339946587400,317266539600,332672000000,340905000000,357721000000,370768000000,392547000000,413174000000,430986000000,451420000000,
"Industry (including construction), value added (annual % growth)",NV.IND.TOTL.KD.ZG,,,,,,,,,,,,8.83007963242493,7.50060528444665,3.80971700260493,0.165491406296397,-0.293731392471869,18.5060176582719,5.305195125594,9.76234839961121,14.6325247998181,3.5852787908764,1.01711226182523,7.12978372714383,12.2541843843596,11.9770170125056,-2.79247150527266,4.55259282663208,3.92393843608927,12.0992321820145,2.51035894631293,8.37116940905915,9.73199586620042,6.76816324896998,7.56137074157479,9.96510612523008,16.5193925003777,12.1917569945229,6.76891150471968,-9.30683410635902,8.23510958858715,10.7363457670578,-2.50253541355653,4.18954737620186,7.39087034138383,6.97870043549578,3.13327522466984,4.30751283397237,0.78926072651619,-0.874345049345209,-6.67165038292129,4.85568393673744,2.47481002308581,4.93275252636364,3.64725582227491,5.87402364821126,5.25465740408156,4.31101666610193,4.741221292571,
"Industry (including construction), value added (constant 2010 US$)",NV.IND.TOTL.KD,,,,,,,,,,,11337764230.78,12338897840.8944,13264389864.3911,13769725580.3466,13792513292.8526,13752000351.5007,16296947964.915,17161532853.9703,18836901481.8886,21593215762.7432,22367392747.753,22594894242.0411,24205861334.8755,27172092214.6735,30426498321.8786,29576847026.1879,30923360442.2461,32136774068.3698,36025076978.7113,36929435721.5625,40020861347.6241,43915689919.5927,46887975505.2622,50433349166.4338,55459085933.3768,64620590015.8331,72498975318.9904,77406366800.1614,70202284654.3107,75983519729.285,84141373133.4016,82035705473.2855,85472630219.4903,91789801496.3832,98195536773.152,101272273198.597,105634589363.882,106468321691.348,105537421191.518,98496333426.4693,103279004066.934,105834963211.325,111055540032.908,115106019682.717,121867374499.395,128271087516.687,133800875477.321,140144671075.099,
"Industry (including construction), value added (current LCU)",NV.IND.TOTL.CN,1449580300,1577744400,1886001200,2073827800,2408601300,2681502500,2852756200,2861595100,2845022200,3275918600,3586385200,3945465600,4504526300,5851354100,8195873300,8068814300,10470786000,12414239700,14587505700,18490986500,22278457300,23654010900,24142360600,27439271900,31210168300,30394779600,28088930300,31239999500,35429998600,41886998500,50250000000,56895000000,61997000000,69024000000,78265000000,92109000000,110442000000,125606000000,124277000000,139735000000,172213000000,162904000000,172889000000,195056000000,230055000000,249649024300,275092218200,280874646800,330431705200,274189486100,332672000000,363091000000,389812000000,406278000000,441742000000,452662000000,471590000000,525136000000,
